time,traj_num,met_grid,forecast_hour,traj_age,latitude_modeled,longitude_modeled,altitude_modeled,pressure,rainfall,mixdepth,uwind,vwind,pid,delay,L_km,index,balloon_callsign,latitude_observed,longitude_observed,altitude_observed,wind_speed,wind_speed_error,wind_direction,wind_direction_error,vertical_motion,tel_1,tel_2,tel_3,tel_4,tel_5,ahtd_km,hour_since_launch,rhtd,time_elapsed
2021-04-02 03:00:00,1,1,3.0,244.0,17.559,166.542,13371.3,170.6,0.0,1154.2,33.4,-4.9,KN4TPG.d1048,1048,32466.39661292616,1434.0,KN4TPG,26.27067,-176.625,13600.0,35.3,8.5,260.0,14.0,0.0,,,,,,1985.465424606444,244.0,0.0611544745256993,244.0
2021-04-02 04:00:00,1,1,2.0,245.0,17.391,167.667,13373.2,170.5,0.1,1075.7,33.1,-5.5,KN4TPG.d1048,1048,32587.17080204355,1440.0,KN4TPG,26.4375,-175.45833,13660.0,32.9,8.5,261.0,15.0,0.0,,,,,,2007.4382339706624,245.0,0.0616021024397974,245.0
2021-04-02 05:00:00,1,1,1.0,246.0,17.201,168.795,13371.5,170.4,0.1,1043.6,33.4,-6.3,KN4TPG.d1048,1048,32708.77609361465,1442.0,KN4TPG,26.47917,-175.0415,13660.0,32.7,8.5,263.0,15.0,0.0,,,,,,1958.5681854483903,246.0,0.0598789810980037,246.0
2021-04-02 18:00:00,1,1,0.0,259.0,12.456,-178.263,13374.9,170.3,0.3,805.1,28.3,-10.4,KN4TPG.d1048,1048,34198.33074170592,1443.0,KN4TPG,22.85417,-158.2915,13600.0,29.5,8.5,285.0,16.0,0.0,,,,,,2407.1908847093555,259.0,0.0703891339869905,259.0
2021-04-02 19:00:00,1,1,1.0,260.0,12.15,-177.328,13377.6,170.5,0.2,880.9,28.2,-8.4,KN4TPG.d1048,1048,34305.45739084701,1444.0,KN4TPG,22.8125,-158.125,13600.0,29.5,8.5,285.0,16.0,0.0,,,,,,2352.560033104311,260.0,0.0685768449696284,260.0
2021-04-02 20:00:00,1,1,2.0,261.0,11.917,-176.377,13391.2,170.2,0.2,948.4,29.6,-6.1,KN4TPG.d1048,1048,34412.07573658596,1450.0,KN4TPG,22.64567,-157.125,13600.0,29.2,8.5,280.0,16.0,0.0,,,,,,2362.660727136285,261.0,0.0686578962926194,261.0
2021-04-02 21:00:00,1,1,3.0,262.0,11.746,-175.363,13410.7,169.7,0.3,865.8,31.6,-4.7,KN4TPG.d1048,1048,34524.057957419325,1456.0,KN4TPG,22.5625,-155.95833,13600.0,33.6,8.5,274.0,15.0,0.0,,,,,,2382.7264004368503,262.0,0.069016405990733,262.0
2021-04-02 22:00:00,1,1,2.0,263.0,11.599,-174.322,13422.1,169.2,0.1,891.1,31.6,-4.4,KN4TPG.d1048,1048,34638.590386336364,1462.0,KN4TPG,22.47917,-154.7915,13540.0,33.6,8.5,275.0,15.0,-0.0,,,,,,2398.88983893805,263.0,0.0692548343388801,263.0
2021-04-02 23:00:00,1,1,1.0,264.0,11.466,-173.277,13425.6,169.0,0.1,950.8,31.6,-3.9,KN4TPG.d1048,1048,34753.399598290336,1467.0,KN4TPG,22.4375,-153.45833,13540.0,38.6,7.7,271.0,11.0,0.0,,,,,,2431.1940130741887,264.0,0.0699555738769737,264.0
2021-04-03 00:00:00,1,1,0.0,265.0,11.349,-172.23,13422.7,169.0,0.1,918.9,32.0,-2.9,KN4TPG.d1048,1048,34868.25990260234,1471.0,KN4TPG,22.39567,-151.95833,13420.0,35.9,5.3,274.0,9.0,-0.0,,,,,,2477.7378171687765,265.0,0.0710599790207441,265.0
2021-04-03 01:00:00,1,1,1.0,266.0,11.242,-171.131,13412.6,169.2,0.7,479.5,34.3,-3.8,KN4TPG.d1048,1048,34988.68515373235,1476.0,KN4TPG,22.35417,-150.875,13420.0,38.2,7.8,272.0,12.0,-0.0,,,,,,2480.617135836551,266.0,0.0708976952102452,266.0
2021-04-03 02:00:00,1,1,2.0,267.0,11.111,-169.986,13399.2,169.6,0.2,842.8,35.3,-4.2,KN4TPG.d1048,1048,35114.43513666949,1482.0,KN4TPG,22.27067,-149.625,13420.0,36.0,8.5,274.0,14.0,0.0,,,,,,2493.9531017346467,267.0,0.0710235859420175,267.0
2021-04-03 03:00:00,1,1,3.0,268.0,10.94,-168.812,13384.7,170.2,0.0,787.0,35.5,-6.1,KN4TPG.d1048,1048,35243.97144145981,1484.0,KN4TPG,22.27067,-148.95833,13420.0,35.9,7.7,273.0,12.0,0.0,,,,,,2457.790168122999,268.0,0.0697364703125294,268.0
2021-04-03 17:00:00,1,1,1.0,282.0,8.637,-156.754,13396.9,170.7,0.0,1045.3,20.9,-3.5,KN4TPG.d1048,1048,36590.50998244099,1485.0,KN4TPG,27.39567,-132.70833,13420.0,31.5,8.5,241.0,15.0,0.0,,,,,,3275.6836839445814,282.0,0.089522766572986,282.0
2021-04-03 18:00:00,1,1,0.0,283.0,8.523,-156.082,13389.4,170.8,0.0,904.7,20.2,-3.5,KN4TPG.d1048,1048,36665.476188888766,1490.0,KN4TPG,27.85417,-131.7915,13360.0,34.2,8.5,240.0,14.0,-0.0,,,,,,3333.4459337583294,283.0,0.0909151136231119,283.0
2021-04-03 19:00:00,1,1,1.0,284.0,8.418,-155.434,13381.8,171.1,0.0,907.3,19.5,-3.0,KN4TPG.d1048,1048,36737.694531527806,1496.0,KN4TPG,28.35417,-130.70833,13420.0,33.4,8.4,242.0,14.0,0.0,,,,,,3408.567680572186,284.0,0.0927812080762715,284.0
2021-04-03 20:00:00,1,1,2.0,285.0,8.316,-154.807,13378.3,171.4,0.0,926.4,18.8,-3.3,KN4TPG.d1048,1048,36807.59791515367,1502.0,KN4TPG,28.85417,-129.70833,13360.0,31.5,8.4,239.0,16.0,-0.0,,,,,,3478.556744562621,285.0,0.0945064862037764,285.0
2021-04-03 21:00:00,1,1,3.0,286.0,8.196,-154.197,13376.9,171.6,0.0,948.4,18.5,-4.2,KN4TPG.d1048,1048,36876.03720721012,1508.0,KN4TPG,29.4375,-128.7915,13360.0,30.8,8.4,233.0,16.0,0.0,,,,,,3550.3751832331604,286.0,0.0962786528086857,286.0
2021-04-03 22:00:00,1,1,2.0,287.0,8.065,-153.6,13374.3,171.5,0.0,911.5,18.0,-3.9,KN4TPG.d1048,1048,36943.348347037696,1514.0,KN4TPG,29.97917,-127.875,13360.0,30.3,8.4,235.0,16.0,0.0,,,,,,3621.536552253478,287.0,0.0980294617107675,287.0
2021-04-03 23:00:00,1,1,1.0,288.0,7.939,-153.019,13370.7,171.5,0.0,901.2,17.5,-3.9,KN4TPG.d1048,1048,37008.83973148342,1520.0,KN4TPG,30.5625,-126.70833,13420.0,30.8,7.6,240.0,14.0,0.0,,,,,,3715.581359361454,288.0,0.1003971317749961,288.0
2021-04-04 00:00:00,1,1,0.0,289.0,7.81,-152.446,13369.6,171.4,0.0,890.2,17.5,-4.1,KN4TPG.d1048,1048,37073.56311346377,1521.0,KN4TPG,30.8125,-126.20833,13420.0,30.8,5.1,240.0,9.0,0.0,,,,,,3737.3185440122575,289.0,0.1008081832483751,289.0
2021-04-04 01:00:00,1,1,1.0,290.0,7.671,-151.864,13368.0,171.6,0.0,881.5,18.1,-4.4,KN4TPG.d1048,1048,37139.52524826503,1523.0,KN4TPG,31.3125,-124.95833,13420.0,29.7,4.9,249.0,10.0,0.0,,,,,,3832.923571890437,290.0,0.1032033540081262,290.0
2021-04-04 15:00:00,1,1,3.0,304.0,6.636,-143.01,13274.3,174.4,0.0,915.6,20.0,-2.5,KN4TPG.d1048,1048,38125.39332101836,1524.0,KN4TPG,32.47917,-111.79167,13420.0,13.0,8.4,270.0,33.0,0.0,,,,,,4321.288953270967,304.0,0.1133441146924157,304.0
2021-04-04 16:00:00,1,1,2.0,305.0,6.553,-142.343,13270.9,174.4,0.3,856.0,20.9,-2.7,KN4TPG.d1048,1048,38199.64542450639,1527.0,KN4TPG,32.4375,-111.45817,13480.0,16.8,8.4,278.0,28.0,0.0,,,,,,4299.654171114196,305.0,0.1125574366812268,305.0
2021-04-04 17:00:00,1,1,1.0,306.0,6.473,-141.648,13268.8,174.4,0.5,804.2,21.7,-2.3,KN4TPG.d1048,1048,38276.94071377556,1533.0,KN4TPG,32.35417,-110.875,13480.0,15.9,8.4,280.0,29.0,0.0,,,,,,4292.141604305514,306.0,0.1121338728818734,306.0
2021-04-04 18:00:00,1,1,0.0,307.0,6.429,-140.942,13257.8,174.5,0.7,759.6,21.6,-0.5,KN4TPG.d1048,1048,38355.100543599176,1539.0,KN4TPG,32.27067,-110.29167,13480.0,15.9,8.4,280.0,29.0,0.0,,,,,,4280.8941440429935,307.0,0.1116121215528244,307.0
2021-04-04 19:00:00,1,1,1.0,308.0,6.353,-140.224,13246.5,174.9,0.3,720.1,22.5,-4.0,KN4TPG.d1048,1048,38434.89111411673,1545.0,KN4TPG,32.22917,-109.45817,13420.0,22.1,8.4,275.0,22.0,-0.0,,,,,,4293.152545496365,308.0,0.1116993549623856,308.0
2021-04-04 20:00:00,1,1,2.0,309.0,6.156,-139.497,13243.0,175.1,0.4,760.8,22.0,-8.0,KN4TPG.d1048,1048,38518.18081067177,1551.0,KN4TPG,32.14567,-108.79167,13420.0,18.1,8.4,280.0,26.0,0.0,,,,,,4298.920207187118,309.0,0.1116075608118041,309.0
2021-04-04 21:00:00,1,1,3.0,310.0,5.854,-138.796,13241.4,175.4,0.3,762.9,20.9,-10.5,KN4TPG.d1048,1048,38602.66156918167,1557.0,KN4TPG,32.10417,-108.04167,13480.0,19.8,8.4,273.0,25.0,0.0,,,,,,4324.241498614435,310.0,0.1120192578137327,310.0
2021-04-04 22:00:00,1,1,2.0,311.0,5.555,-138.107,13240.0,175.3,0.0,810.4,21.5,-8.0,KN4TPG.d1048,1048,38685.82992061054,1563.0,KN4TPG,32.10417,-107.29167,13480.0,19.6,8.4,270.0,25.0,0.0,,,,,,4352.996738400231,311.0,0.1125217359258744,311.0
2021-04-04 23:00:00,1,1,1.0,312.0,5.302,-137.404,13238.1,175.2,0.1,852.9,21.7,-7.7,KN4TPG.d1048,1048,38768.578226819736,1569.0,KN4TPG,32.02067,-106.45817,13420.0,22.4,8.4,278.0,22.0,-0.0,,,,,,4377.881510873535,312.0,0.1129234475729357,312.0
2021-04-05 00:00:00,1,1,0.0,313.0,5.043,-136.708,13238.6,175.1,0.2,869.7,21.1,-8.3,KN4TPG.d1048,1048,38850.85938110651,1574.0,KN4TPG,31.85417,-105.79167,13360.0,22.9,8.4,286.0,21.0,-0.0,,,,,,4385.611934923972,313.0,0.1128832670573236,313.0
2021-04-05 14:00:00,1,1,2.0,327.0,2.103,-128.492,13216.3,176.2,0.0,780.1,14.7,-4.7,KN4TPG.d1048,1048,39819.5861944114,1575.0,KN4TPG,30.60417,-94.70817,13240.0,26.6,8.4,270.0,18.0,0.0,,,,,,4760.661855260735,327.0,0.1195557842318533,327.0
2021-04-05 15:00:00,1,1,3.0,328.0,1.957,-128.009,13210.5,176.6,0.0,755.0,15.1,-4.3,KN4TPG.d1048,1048,39875.66109662251,1577.0,KN4TPG,30.5625,-94.375,13240.0,27.0,8.4,275.0,17.0,0.0,,,,,,4757.820627043974,328.0,0.1193164074575547,328.0
2021-04-05 16:00:00,1,1,2.0,329.0,1.817,-127.521,13205.1,176.6,0.0,788.0,15.0,-4.3,KN4TPG.d1048,1048,39932.08478864879,1583.0,KN4TPG,30.52067,-93.45817,13240.0,24.6,8.4,273.0,20.0,0.0,,,,,,4799.733779757911,329.0,0.1201974253325811,329.0
2021-04-05 17:00:00,1,1,1.0,330.0,1.691,-127.019,13198.6,176.7,0.0,807.4,16.0,-3.4,KN4TPG.d1048,1048,39989.61070802311,1589.0,KN4TPG,30.4375,-92.45817,13240.0,27.0,8.4,275.0,17.0,0.0,,,,,,4843.511268883786,330.0,0.1211192403008822,330.0
2021-04-05 18:00:00,1,1,0.0,331.0,1.577,-126.506,13189.6,176.8,0.0,794.6,15.7,-3.6,KN4TPG.d1048,1048,40048.02255031047,1595.0,KN4TPG,30.39567,-91.54167,13240.0,24.8,8.4,275.0,19.0,0.0,,,,,,4881.690421347332,331.0,0.1218959167138575,331.0
2021-04-05 19:00:00,1,1,1.0,332.0,1.439,-125.989,13180.0,177.3,0.0,782.0,16.3,-4.9,KN4TPG.d1048,1048,40107.503808267946,1601.0,KN4TPG,30.39567,-90.625,13240.0,24.8,8.4,270.0,20.0,0.0,,,,,,4924.151754070877,332.0,0.1227738275014709,332.0
2021-04-05 20:00:00,1,1,2.0,333.0,1.27,-125.452,13172.0,177.6,0.0,788.4,16.9,-5.5,KN4TPG.d1048,1048,40170.08676464007,1607.0,KN4TPG,30.47917,-89.79167,13240.0,22.6,8.4,265.0,22.0,0.0,,,,,,4966.034555207749,333.0,0.1236251886709671,333.0
2021-04-05 21:00:00,1,1,3.0,334.0,1.081,-124.9,13166.0,177.9,0.0,762.7,17.3,-6.1,KN4TPG.d1048,1048,40234.95225474574,1613.0,KN4TPG,30.60417,-88.875,13240.0,24.9,8.4,262.0,20.0,0.0,,,,,,5017.468589495396,334.0,0.1247042262589881,334.0
2021-04-05 22:00:00,1,1,2.0,335.0,0.894,-124.324,13160.6,178.0,0.0,694.6,18.3,-5.4,KN4TPG.d1048,1048,40302.28224371067,1619.0,KN4TPG,30.77067,-87.95817,13180.0,25.3,8.4,257.0,19.0,-0.0,,,,,,5069.408545970638,335.0,0.1257846519786541,335.0
2021-04-05 23:00:00,1,1,1.0,336.0,0.725,-123.73,13154.6,178.1,0.0,676.3,18.4,-5.1,KN4TPG.d1048,1048,40370.9469176995,1623.0,KN4TPG,30.89567,-87.29167,13240.0,27.4,8.4,256.0,17.0,0.0,,,,,,5096.118421621743,336.0,0.1262323232598612,336.0
2021-04-16 17:00:00,1,1,1.0,0.0,36.938,-136.708,13120.0,166.3,0.4,285.1,21.8,15.7,KN4TPG.d2014,2014,0.0,2014.0,KN4TPG,36.9375,-136.70833,13120.0,33.9,8.3,227.0,14.0,0.0,,,,,,0.0628592848719577,0.0,,0.0
2021-04-16 18:00:00,1,1,0.0,1.0,37.42,-135.867,13144.4,166.0,0.6,403.2,19.5,14.3,KN4TPG.d2014,2014,91.78162446314312,2016.0,KN4TPG,37.14567,-136.45833,13120.0,29.7,8.3,224.0,16.0,0.0,,,,,,60.5599360120786,1.0,0.6598263690178827,1.0
2021-04-16 19:00:00,1,1,1.0,2.0,37.883,-135.054,13167.3,165.6,0.2,417.7,20.4,14.2,KN4TPG.d2014,2014,179.9481199726916,2022.0,KN4TPG,37.89567,-135.375,13060.0,29.5,7.5,228.0,15.0,-0.0,,,,,,28.204504282862608,2.0,0.1567368655318146,2.0
2021-04-16 20:00:00,1,1,2.0,3.0,38.319,-134.262,13172.5,165.7,0.0,362.5,18.1,12.8,KN4TPG.d2014,2014,264.5236424581309,2027.0,KN4TPG,38.39583,-134.5415,13120.0,30.8,7.6,233.0,14.0,0.0,,,,,,25.82473117400032,3.0,0.0976273082209953,3.0
2021-04-16 21:00:00,1,1,3.0,4.0,38.709,-133.542,13188.1,165.4,0.0,330.3,16.9,11.2,KN4TPG.d2014,2014,340.71275662853424,2032.0,KN4TPG,38.854,-133.70833,13120.0,25.4,7.5,233.0,16.0,0.0,,,,,,21.62932134165592,4.0,0.0634825697625331,4.0
2021-04-16 22:00:00,1,1,2.0,5.0,39.052,-132.861,13204.6,165.2,0.0,329.6,15.9,10.0,KN4TPG.d2014,2014,410.9226526931152,2038.0,KN4TPG,39.1875,-132.95833,13060.0,21.5,8.3,238.0,22.0,-0.0,,,,,,17.248558335893872,5.0,0.0419751946573152,5.0
2021-04-16 23:00:00,1,1,1.0,6.0,39.36,-132.211,13216.8,165.0,0.0,323.4,15.3,9.0,KN4TPG.d2014,2014,476.569622254917,2044.0,KN4TPG,39.479,-132.20833,13120.0,17.5,7.5,242.0,24.0,0.0,,,,,,13.234183802607966,6.0,0.0277696755827399,6.0
2021-04-17 00:00:00,1,1,0.0,7.0,39.638,-131.571,13224.2,165.0,0.0,290.5,15.3,8.2,KN4TPG.d2014,2014,539.5854873652252,2049.0,KN4TPG,39.6875,-131.7915,13060.0,15.1,7.6,239.0,27.0,-0.0,,,,,,19.660854754142964,7.0,0.0364369598784914,7.0
2021-04-17 01:00:00,1,1,1.0,8.0,39.891,-130.967,13248.4,164.5,0.0,213.4,13.4,7.5,KN4TPG.d2014,2014,598.3786458073646,2054.0,KN4TPG,39.89583,-131.2915,13120.0,13.7,7.5,244.0,28.0,0.0,,,,,,27.68928498091633,8.0,0.0462738521418264,8.0
2021-04-17 02:00:00,1,1,2.0,9.0,40.115,-130.403,13269.1,164.1,0.0,138.3,13.4,6.3,KN4TPG.d2014,2014,652.4912464271347,2057.0,KN4TPG,39.979,-131.125,13120.0,12.4,7.5,232.0,32.0,0.0,,,,,,63.29079173204088,9.0,0.0969986832445708,9.0
2021-04-17 16:00:00,1,1,2.0,23.0,39.294,-122.692,12726.3,163.2,0.0,707.5,13.2,-9.6,KN4TPG.d2014,2014,1352.7839815779798,2058.0,KN4TPG,39.27083,-121.875,13000.0,19.5,8.3,322.0,23.0,0.0,,,,,,70.36508399225832,23.0,0.0520150186212137,23.0
2021-04-17 17:00:00,1,1,1.0,24.0,38.972,-122.128,13012.5,169.0,0.0,960.9,13.8,-10.4,KN4TPG.d2014,2014,1413.1859836455717,2063.0,KN4TPG,38.9375,-121.2915,13000.0,20.8,8.3,309.0,23.0,0.0,,,,,,72.4334948637031,24.0,0.0512554580231879,24.0
2021-04-17 18:00:00,1,1,0.0,25.0,38.645,-121.546,12922.0,168.3,0.0,1206.1,14.2,-10.0,KN4TPG.d2014,2014,1475.3565366614052,2068.0,KN4TPG,38.479,-120.625,13060.0,21.2,7.5,312.0,20.0,0.0,,,,,,82.17770588920912,25.0,0.055700235059906,25.0
2021-04-17 19:00:00,1,1,1.0,26.0,38.315,-120.933,12711.4,170.0,0.0,1240.2,15.4,-10.5,KN4TPG.d2014,2014,1540.1149974004952,2074.0,KN4TPG,38.02083,-119.875,13000.0,23.3,8.3,309.0,21.0,-0.0,,,,,,98.10519389449236,26.0,0.0636999146557761,26.0
2021-04-17 20:00:00,1,1,2.0,27.0,37.98,-120.283,12162.8,164.8,0.0,1934.9,16.1,-10.2,KN4TPG.d2014,2014,1608.073364703681,2080.0,KN4TPG,37.52067,-119.125,13000.0,24.3,8.3,312.0,19.0,0.0,,,,,,113.90347614939026,27.0,0.0708322634088148,27.0
2021-04-17 21:00:00,1,1,3.0,28.0,37.652,-119.603,11795.0,165.0,0.0,2153.9,17.1,-10.0,KN4TPG.d2014,2014,1678.0601738936089,2086.0,KN4TPG,37.0625,-118.45833,13000.0,22.0,8.3,312.0,22.0,0.0,,,,,,120.54920996215564,28.0,0.0718384309678507,28.0
2021-04-17 22:00:00,1,1,2.0,29.0,37.324,-118.889,11326.0,160.2,0.2,2045.5,17.9,-10.2,KN4TPG.d2014,2014,1750.8528285477068,2091.0,KN4TPG,36.60417,-117.7915,13060.0,23.0,7.5,312.0,18.0,0.0,,,,,,126.15120333771078,29.0,0.0720512891094052,29.0
2021-04-17 23:00:00,1,1,1.0,30.0,36.978,-118.138,11326.1,163.7,0.0,2613.5,19.2,-10.9,KN4TPG.d2014,2014,1827.7312067517985,2096.0,KN4TPG,36.1875,-116.95833,13060.0,23.4,7.5,302.0,20.0,0.0,,,,,,137.1878801756613,30.0,0.0750591113555851,30.0
2021-04-18 00:00:00,1,1,0.0,31.0,36.622,-117.34,11625.9,167.5,0.0,3157.0,20.4,-11.1,KN4TPG.d2014,2014,1909.0655791471609,2102.0,KN4TPG,35.85417,-115.95817,13000.0,27.2,8.3,292.0,17.0,-0.0,,,,,,150.4911923611196,31.0,0.078829765726722,31.0
2021-04-18 01:00:00,1,1,1.0,32.0,36.26,-116.495,12018.2,168.4,0.0,2219.3,21.5,-11.2,KN4TPG.d2014,2014,1994.702477366698,2104.0,KN4TPG,35.6875,-115.45817,13060.0,26.8,7.5,290.0,16.0,0.0,,,,,,112.9496503310446,32.0,0.0566248107738627,32.0
2021-04-18 14:00:00,1,1,2.0,45.0,34.088,-102.315,12125.8,163.5,0.0,554.3,35.1,-1.0,KN4TPG.d2014,2014,3329.813404394991,2105.0,KN4TPG,33.85417,-96.79167,13060.0,38.5,8.4,270.0,12.0,0.1,,,,,,509.94101104327353,45.0,0.1531440201334426,45.0
2021-04-18 15:00:00,1,1,3.0,46.0,34.061,-100.938,12421.8,163.0,0.0,1086.1,35.3,-0.6,KN4TPG.d2014,2014,3456.674967053411,2108.0,KN4TPG,33.85417,-95.95817,13000.0,42.1,8.4,270.0,11.0,0.0,,,,,,459.8233771901637,46.0,0.1330247655833643,46.0
2021-04-18 16:00:00,1,1,2.0,47.0,34.064,-99.523,12789.9,163.7,0.0,1157.6,36.7,0.9,KN4TPG.d2014,2014,3587.0197540614395,2113.0,KN4TPG,34.02067,-94.29167,13000.0,42.7,7.5,263.0,10.0,0.0,,,,,,481.9800452892477,47.0,0.1343678257538227,47.0
2021-04-18 17:00:00,1,1,1.0,48.0,34.119,-98.077,12959.2,163.4,0.0,1682.1,37.6,2.4,KN4TPG.d2014,2014,3720.314427959937,2119.0,KN4TPG,34.35417,-92.54167,13000.0,46.0,8.4,257.0,10.0,0.0,,,,,,509.4556192949667,48.0,0.1369388607226757,48.0
2021-04-18 18:00:00,1,1,0.0,49.0,34.238,-96.574,13024.8,163.6,0.0,2225.1,38.9,4.5,KN4TPG.d2014,2014,3859.206753960045,2125.0,KN4TPG,34.6875,-90.70817,13000.0,47.9,8.4,258.0,10.0,0.0,,,,,,540.0163022645254,49.0,0.1399293525049931,49.0
2021-04-18 19:00:00,1,1,1.0,50.0,34.384,-95.035,13044.0,163.9,0.0,1932.4,39.8,4.6,KN4TPG.d2014,2014,4001.4854005848783,2131.0,KN4TPG,34.89567,-88.79167,13000.0,49.1,8.4,262.0,10.0,0.0,,,,,,573.9001656121239,50.0,0.1434217817034243,50.0
2021-04-18 20:00:00,1,1,2.0,51.0,34.547,-93.44,13056.2,163.7,0.1,1839.2,41.4,5.5,KN4TPG.d2014,2014,4148.826911182207,2137.0,KN4TPG,35.14567,-86.79167,13060.0,51.2,8.4,261.0,9.0,0.0,,,,,,610.2256990807919,51.0,0.1470839136325666,51.0
